name,type,subtype,region,address,city,state,zip,lat,lon,total_assets_thousands,total_assets_formatted,established_year
AB&T,Bank,Community Bank,Central Georgia,"2815 Meredyth Dr, Albany, GA 31707",Albany,GA,31707,31.61118701641037,-84.22056297036845,"279,792",$279.8M,1999
AB&T,Bank,Community Bank,Central Georgia,"241 Pine Ave, Albany, GA 31701",Albany,GA,31701,31.578888986994926,-84.15299200646253,"279,792",$279.8M,2004
AB&T,Bank,Community Bank,Central Georgia,"2815 Meredyth Dr, Albany, GA 31707",Albany,GA,31707,31.6111870164104,-84.2205629703684,"279,792",$279.8M,1999
"Affinity Bank, National Association",Bank,Community Bank,Metro Atlanta,"400 Galleria Pkwy Se, Atlanta, GA 30339",Atlanta,GA,30339,33.8868689927677,-84.46163698307315,"881,423",$881.4M,2002
"Affinity Bank, National Association",Bank,Community Bank,Metro Atlanta,"3175 Highway 278, Covington, GA 30014",Covington,GA,30014,33.602934096332,-83.857342439677,"881,423",$881.4M,1928
Altamaha Bank & Trust Company,Bank,Community Bank,Central Georgia,"206 Jackson St, Vidalia, GA 30474",Vidalia,GA,30474,32.2158720121793,-82.412043978652,"333,342",$333.3M,1966
Altamaha Bank & Trust Company,Bank,Community Bank,Central Georgia,"1726 Mount Vernon Rd, Vidalia, GA 30474",Vidalia,GA,30474,32.21825000002,-82.441028013099,"333,342",$333.3M,1977
Altamaha Bank & Trust Company,Bank,Community Bank,Central Georgia,"57 N Tallahassee St, Hazlehurst, GA 31539",Hazlehurst,GA,31539,31.87050801323285,-82.59606002950858,"333,342",$333.3M,1997
Altamaha Bank & Trust Company,Bank,Community Bank,Central Georgia,"203 W Main Street, Uvalda, GA 30473",Uvalda,GA,30473,32.036289,-82.508982,"333,342",$333.3M,2003
"American Commerce Bank, National Association",Bank,Community Bank,Central Georgia,"400 Us Highway 27 Byp, Bremen, GA 30110",Bremen,GA,30110,33.7071430095039,-85.161775008385,"485,001",$485.0M,2004
"American Commerce Bank, National Association",Bank,Community Bank,Metro Atlanta,"10690 Medlock Bridge Rd, Johns Creek, GA 30097",Johns Creek,GA,30097,34.04061744643404,-84.18482521743738,"485,001",$485.0M,2015
"American Commerce Bank, National Association",Bank,Community Bank,Central Georgia,"314 Newnan St, Carrollton, GA 30117",Carrollton,GA,30117,33.579958408014264,-85.07303128918963,"485,001",$485.0M,2022
American Pride Bank,Bank,Community Bank,Central Georgia,"4740 Log Cabin Dr, Macon, GA 31204",Macon,GA,31204,32.8156820092423,-83.7071129790075,"772,771",$772.8M,2007
American Pride Bank,Bank,Community Bank,Central Georgia,"4001 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,GA,31088,32.580766013162574,-83.7011090217629,"772,771",$772.8M,2009
American Pride Bank,Bank,Community Bank,Central Georgia,"4511 Forsyth Rd, Macon, GA 31210",Macon,GA,31210,32.87099699623464,-83.70234300554839,"772,771",$772.8M,2011
American Pride Bank,Bank,Community Bank,Central Georgia,"1010 Pine Ridge Ct, Athens, GA 30606",Athens,GA,30606,33.919952071235,-83.441121412181,"772,771",$772.8M,2017
American Pride Bank,Bank,Community Bank,Metro Atlanta,"6503 North Point Parkway, Alpharetta, GA 30022",Alpharetta,GA,30022,34.04548200967,-84.294840965557,"772,771",$772.8M,2024
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"109 W 3rd St, Donalsonville, GA 39845",Donalsonville,GA,39845,31.040137005522908,-84.88394299749469,"27,432,143",$27.43B,1925
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"137 West Broad Avenue, Doerun, GA 31744",Doerun,GA,31744,31.319506,-83.917703,"27,432,143",$27.43B,1944
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"735 2nd St W, Tifton, GA 31794",Tifton,GA,31794,31.45839401588701,-83.52424298577208,"27,432,143",$27.43B,1945
Ameris Bank,Bank,Regional Bank,Central Georgia,"300 S Irwin Ave, Ocilla, GA 31774",Ocilla,GA,31774,31.591861993815684,-83.25020495953514,"27,432,143",$27.43B,1956
Ameris Bank,Bank,Regional Bank,Central Georgia,"210 S Oak St, Jackson, GA 30233",Jackson,GA,30233,33.293463985106655,-83.96783501094572,"27,432,143",$27.43B,1964
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"4806 N Henry Blvd, Stockbridge, GA 30281",Stockbridge,GA,30281,33.54472699740191,-84.23667902324193,"27,432,143",$27.43B,1964
Ameris Bank,Bank,Regional Bank,Central Georgia,"100 Pearl Ave S, Douglas, GA 31533",Douglas,GA,31533,31.508493992271127,-82.84787796570355,"27,432,143",$27.43B,1938
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"26 Drayton St, Savannah, GA 31401",Savannah,GA,31401,32.07957862088952,-81.09042469957522,"27,432,143",$27.43B,1954
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3490 Piedmont Rd Ne, Atlanta, GA 30305",Atlanta,GA,30305,33.8483189855927,-84.3765790222104,"27,432,143",$27.43B,1971
Ameris Bank,Bank,Regional Bank,Central Georgia,"208 E Greene St, Monticello, GA 31064",Monticello,GA,31064,33.30391097967696,-83.68243104018384,"27,432,143",$27.43B,1906
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3490 Piedmont Rd Ne, Atlanta, GA 30305",Atlanta,GA,30305,33.84831898559273,-84.37657902221036,"27,432,143",$27.43B,1974
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"301 E Church St, Cartersville, GA 30120",Cartersville,GA,30120,34.16786798004428,-84.79124501570652,"27,432,143",$27.43B,1974
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"6157 Fairburn Rd, Douglasville, GA 30134",Douglasville,GA,30134,33.750891958490705,-84.73326285529085,"27,432,143",$27.43B,1974
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"101 W Hendry St, Hinesville, GA 31313",Hinesville,GA,31313,31.84400296855904,-81.59757997915037,"27,432,143",$27.43B,1916
Ameris Bank,Bank,Regional Bank,Central Georgia,"2101 Veterans Blvd, Dublin, GA 31021",Dublin,GA,31021,32.54214299961093,-82.95402404058446,"27,432,143",$27.43B,1980
Ameris Bank,Bank,Regional Bank,Central Georgia,"182 W Liberty Ave, Lyons, GA 30436",Lyons,GA,30436,32.20279100453611,-82.32429802525989,"27,432,143",$27.43B,1996
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"14977 Us Highway 19 S, Thomasville, GA 31792",Thomasville,GA,31792,30.854111016194395,-83.94646099021028,"27,432,143",$27.43B,1961
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"295 Fairview Rd, Ellenwood, GA 30294",Ellenwood,GA,30294,33.618165000164026,-84.24482698749975,"27,432,143",$27.43B,1977
Ameris Bank,Bank,Regional Bank,Central Georgia,"114 John Frank Ward Blvd, Mcdonough, GA 30253",Mcdonough,GA,30253,33.448181009594435,-84.14348701208061,"27,432,143",$27.43B,1981
Ameris Bank,Bank,Regional Bank,Central Georgia,"4979 Bill Gardner Pkwy, Locust Grove, GA 30248",Locust Grove,GA,30248,33.354383992661894,-84.11809898173348,"27,432,143",$27.43B,1994
Ameris Bank,Bank,Regional Bank,Central Georgia,"1705 E 1st St, Vidalia, GA 30474",Vidalia,GA,30474,32.21023698440298,-82.39066098928016,"27,432,143",$27.43B,1997
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"501 Us Highway 80 W, Pooler, GA 31322",Pooler,GA,31322,32.11785198287939,-81.25537101237819,"27,432,143",$27.43B,1996
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"1707 1st Ave Se, Moultrie, GA 31768",Moultrie,GA,31768,31.178223998834483,-83.76521499071514,"27,432,143",$27.43B,1992
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"2513 S Main St, Moultrie, GA 31768",Moultrie,GA,31768,31.137550017394844,-83.78257801932403,"27,432,143",$27.43B,1998
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2255 Northlake Pkwy, Tucker, GA 30084",Tucker,GA,30084,33.85137100417697,-84.24510602105647,"27,432,143",$27.43B,1979
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"260 Peachtree Street, N.E. Ste 100, Atlanta, GA 30303",N.E. Ste 100,GA,30303,33.7615,-84.387533,"27,432,143",$27.43B,1981
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"225 Sandy Springs Cir, Sandy Springs, GA 30328",Sandy Springs,GA,30328,33.92575000129908,-84.3825050277554,"27,432,143",$27.43B,1982
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1425 Dunwoody Village Pkwy, Dunwoody, GA 30338",Dunwoody,GA,30338,33.94924300906679,-84.33344097078472,"27,432,143",$27.43B,1985
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"10920 Crabapple Rd, Roswell, GA 30075",Roswell,GA,30075,34.046857018976866,-84.36152998561111,"27,432,143",$27.43B,1989
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1223 Johnson Ferry Rd, Marietta, GA 30068",Marietta,GA,30068,33.978625980195886,-84.42069297862271,"27,432,143",$27.43B,1994
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1325 Hembree Rd, Roswell, GA 30076",Roswell,GA,30076,34.06050300880359,-84.31870399244069,"27,432,143",$27.43B,1994
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2936 N Druid Hills Rd Ne, Atlanta, GA 30329",Atlanta,GA,30329,33.816167010840104,-84.30982001326504,"27,432,143",$27.43B,1996
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"830 Old Piedmont Rd, Marietta, GA 30066",Marietta,GA,30066,34.020322008999216,-84.52745998489087,"27,432,143",$27.43B,1996
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"415 Grayson Hwy, Lawrenceville, GA 30046",Lawrenceville,GA,30046,33.94132998955497,-83.98325100726599,"27,432,143",$27.43B,1996
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1267 Southlake Cir, Morrow, GA 30260",Morrow,GA,30260,33.57377100436658,-84.348791001527,"27,432,143",$27.43B,1998
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"135 Perimeter Ctr W, Atlanta, GA 30346",Atlanta,GA,30346,33.93001701865812,-84.34696299226347,"27,432,143",$27.43B,1998
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2080 Riverside Pkwy, Lawrenceville, GA 30043",Lawrenceville,GA,30043,33.96786499953264,-84.03478998878728,"27,432,143",$27.43B,1998
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"922 Joe Frank Harris Pkwy Se, Cartersville, GA 30120",Cartersville,GA,30120,34.198559994901785,-84.7912740170915,"27,432,143",$27.43B,1989
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"6100 Stewart Pkwy, Douglasville, GA 30135",Douglasville,GA,30135,33.72109598653442,-84.7731219999367,"27,432,143",$27.43B,1989
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"412 Stephenson Ave, Savannah, GA 31405",Savannah,GA,31405,32.012077016761566,-81.10530099882992,"27,432,143",$27.43B,1979
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3020 Paces Mill Rd Se, Atlanta, GA 30339",Atlanta,GA,30339,33.866136019987124,-84.46551403238695,"27,432,143",$27.43B,1988
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2401 Windy Ridge Pkwy Se, Atlanta, GA 30339",Atlanta,GA,30339,33.90337501368643,-84.4585569689323,"27,432,143",$27.43B,1961
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"3811 Frederica Rd, Saint Simons Island, GA 31522",Saint Simons Island,GA,31522,31.190603986005584,-81.3770680322205,"27,432,143",$27.43B,1995
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"3140 Inner Perimeter Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.879790988229118,-83.29511997443396,"27,432,143",$27.43B,2000
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"2110 Memorial Dr, Waycross, GA 31501",Waycross,GA,31501,31.200746005028833,-82.32869098071414,"27,432,143",$27.43B,1986
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2318 Highway 155 N, Mcdonough, GA 30252",Mcdonough,GA,30252,33.512452336574356,-84.1386578964023,"27,432,143",$27.43B,2002
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3595 Marietta Hwy, Canton, GA 30114",Canton,GA,30114,34.19907900234641,-84.50736403675161,"27,432,143",$27.43B,2002
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"5799 Highway 21 S, Rincon, GA 31326",Rincon,GA,31326,32.26070798573117,-81.21863296312216,"27,432,143",$27.43B,2002
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"605 Us Highway 80 W, Pooler, GA 31322",Pooler,GA,31322,32.118312987554035,-81.25809001794927,"27,432,143",$27.43B,2002
Ameris Bank,Bank,Regional Bank,Central Georgia,"97 S Broad St, Butler, GA 31006",Butler,GA,31006,32.550351984123864,-84.23992198158052,"27,432,143",$27.43B,2000
Ameris Bank,Bank,Regional Bank,Central Georgia,"285 S Broad St, Ellaville, GA 31806",Ellaville,GA,31806,32.23402101184894,-84.30819995901929,"27,432,143",$27.43B,1910
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"2509 Osborne Rd, Saint Marys, GA 31558",Saint Marys,GA,31558,30.75036199798359,-81.57391401081063,"27,432,143",$27.43B,1989
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"2509 Osborne Rd, Saint Marys, GA 31558",Saint Marys,GA,31558,30.75036199798359,-81.57391401081063,"27,432,143",$27.43B,2001
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1005 Tyrone Rd, Tyrone, GA 30290",Tyrone,GA,30290,33.47967098163426,-84.58656204146638,"27,432,143",$27.43B,2003
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3411 Ernest W Barrett Pkwy Nw, Marietta, GA 30064",Marietta,GA,30064,33.94882500355543,-84.62272098503202,"27,432,143",$27.43B,2004
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1907 Highway 211 Nw, Hoschton, GA 30548",Hoschton,GA,30548,34.091145402794,-83.806228984057,"27,432,143",$27.43B,2004
Ameris Bank,Bank,Regional Bank,North Georgia,"854 Washington St Nw, Gainesville, GA 30501",Gainesville,GA,30501,34.29720598473084,-83.8365559670313,"27,432,143",$27.43B,2004
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"8410 Senoia Rd, Fairburn, GA 30213",Fairburn,GA,30213,33.52789797984431,-84.5752909800854,"27,432,143",$27.43B,2004
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1220 Cobb Pkwy N, Marietta, GA 30062",Marietta,GA,30062,33.981593006281926,-84.55735898788896,"27,432,143",$27.43B,2005
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1115 Old Peachtree Rd Nw, Suwanee, GA 30024",Suwanee,GA,30024,34.00252601318179,-84.07800498608407,"27,432,143",$27.43B,2006
Ameris Bank,Bank,Regional Bank,Central Georgia,"510 S 2nd St, Cordele, GA 31015",Cordele,GA,31015,31.96400298828445,-83.77560896974784,"27,432,143",$27.43B,1985
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"901 Bowens Mill Rd Sw, Douglas, GA 31533",Douglas,GA,31533,31.496634018373044,-82.87335601769078,"27,432,143",$27.43B,2006
Ameris Bank,Bank,Regional Bank,Central Georgia,"1170 Highway 54 W, Fayetteville, GA 30214",Fayetteville,GA,30214,33.44860601399495,-84.50148103036987,"27,432,143",$27.43B,2006
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1945 Highway 138 Ne, Conyers, GA 30013",Conyers,GA,30013,33.672255013916754,-83.9811329841526,"27,432,143",$27.43B,2006
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"201 S Broad St, Cairo, GA 39828",Cairo,GA,39828,30.875059990619803,-84.20780101986965,"27,432,143",$27.43B,2006
Ameris Bank,Bank,Regional Bank,Central Georgia,"1908 Highway 81 E, Mcdonough, GA 30252",Mcdonough,GA,30252,33.42809499401045,-84.09018003572253,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"3440 Cypress Mill Rd, Brunswick, GA 31520",Brunswick,GA,31520,31.194340009798452,-81.48304202662922,"27,432,143",$27.43B,1990
Ameris Bank,Bank,Regional Bank,Central Georgia,"102 Newnan Crossing Byp, Newnan, GA 30265",Newnan,GA,30265,33.393514195175,-84.761777680722,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"5895 Jeff Davis Ln Nw, Acworth, GA 30101",Acworth,GA,30101,34.0612249840336,-84.72116098959053,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Central Georgia,"114 West 6th Avenue, Buena Vista, GA 31803",Buena Vista,GA,31803,32.317882,-84.520421,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"159 Woodstock Square Ave, Woodstock, GA 30189",Woodstock,GA,30189,34.08465801928409,-84.54322399783098,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Central Georgia,"2627 Dawson Rd, Albany, GA 31707",Albany,GA,31707,31.6179359991187,-84.22121600444486,"27,432,143",$27.43B,1991
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"735 2nd St W, Tifton, GA 31794",Tifton,GA,31794,31.45839401588701,-83.52424298577208,"27,432,143",$27.43B,2008
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3607 Mundy Mill Rd, Oakwood, GA 30566",Oakwood,GA,30566,34.22669100306308,-83.86805499152655,"27,432,143",$27.43B,2008
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1908 Highway 211 Nw, Hoschton, GA 30548",Hoschton,GA,30548,34.0905279918064,-83.80835396415011,"27,432,143",$27.43B,2004
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"140 Towne Center Blvd, Pooler, GA 31322",Pooler,GA,31322,32.14343501820389,-81.24822896032046,"27,432,143",$27.43B,2008
Ameris Bank,Bank,Regional Bank,Central Georgia,"10 Baynard Park, Newnan, GA 30265",Newnan,GA,30265,33.40242801392564,-84.72156298566682,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"20 W May St, Winder, GA 30680",Winder,GA,30680,33.99118601064718,-83.72450098568783,"27,432,143",$27.43B,2007
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"1911 Old Ocilla Rd, Tifton, GA 31794",Tifton,GA,31794,31.47303099812615,-83.4877109636961,"27,432,143",$27.43B,2009
Ameris Bank,Bank,Regional Bank,Central Georgia,"1375 Highway 20 W, Mcdonough, GA 30253",Mcdonough,GA,30253,33.42365501607938,-84.18413396188251,"27,432,143",$27.43B,2011
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"505 Haines Ave, Waycross, GA 31501",Waycross,GA,31501,31.206760071045125,-82.35949076182533,"27,432,143",$27.43B,2009
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"10905 Jones Bridge Rd, Johns Creek, GA 30022",Johns Creek,GA,30022,34.046651997625204,-84.22242593216822,"27,432,143",$27.43B,2012
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"2740 Nuckolls Rd, Cumming, GA 30041",Cumming,GA,30041,34.174145522608484,-84.12608274450808,"27,432,143",$27.43B,2012
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"162 E Crawford St, Colquitt, GA 39837",Colquitt,GA,39837,31.170309009575433,-84.73136503469728,"27,432,143",$27.43B,1924
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"10425 Ford Ave, Richmond Hill, GA 31324",Richmond Hill,GA,31324,31.943226010512205,-81.30651101530833,"27,432,143",$27.43B,2013
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"494 Ponce De Leon Ave Ne, Atlanta, GA 30308",Atlanta,GA,30308,33.77411600843729,-84.37046400474871,"27,432,143",$27.43B,2013
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1120 Commerce Dr, Decatur, GA 30030",Decatur,GA,30030,33.7772399856603,-84.29907298847058,"27,432,143",$27.43B,2014
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"5015 Windward Pkwy, Alpharetta, GA 30004",Alpharetta,GA,30004,34.09325701375178,-84.27855903481998,"27,432,143",$27.43B,2014
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"214 Roswell St Se, Marietta, GA 30060",Marietta,GA,30060,33.95117000860682,-84.54632203306366,"27,432,143",$27.43B,2014
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"31 Main St, Jekyll Island, GA 31527",Jekyll Island,GA,31527,31.047543003711638,-81.41116796127109,"27,432,143",$27.43B,2015
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"127 1st St E, Tifton, GA 31794",Tifton,GA,31794,31.453196020542265,-83.51071501314208,"27,432,143",$27.43B,1896
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1583 Howell Mill Rd Nw, Atlanta, GA 30318",Atlanta,GA,30318,33.79804001366628,-84.41581404042235,"27,432,143",$27.43B,2015
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"4591 Peachtree Industrial Blvd, Berkeley Lake, GA 30092",Berkeley Lake,GA,30092,33.97365798427428,-84.18436002181114,"27,432,143",$27.43B,2015
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1595 Scenic Hwy N, Snellville, GA 30078",Snellville,GA,30078,33.886191986448225,-84.01066703908643,"27,432,143",$27.43B,2015
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"1000 W Screven St, Quitman, GA 31643",Quitman,GA,31643,30.784972007751918,-83.56847001405828,"27,432,143",$27.43B,1888
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3500 Holcomb Bridge Rd, Norcross, GA 30092",Norcross,GA,30092,33.95500301101944,-84.24373197566892,"27,432,143",$27.43B,2016
Ameris Bank,Bank,Regional Bank,Central Georgia,"4290 Hartley Bridge Rd, Macon, GA 31216",Macon,GA,31216,32.74209457061338,-83.71179932968728,"27,432,143",$27.43B,2018
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"255 Peachtree Industrial Blvd, Sugar Hill, GA 30518",Sugar Hill,GA,30518,34.06917798522356,-84.06936600993824,"27,432,143",$27.43B,2018
Ameris Bank,Bank,Regional Bank,Central Georgia,"3239 Vineville Ave, Macon, GA 31204",Macon,GA,31204,32.852839991847446,-83.67659497245988,"27,432,143",$27.43B,2019
Ameris Bank,Bank,Regional Bank,Rural South Georgia,"300 S Main St, Moultrie, GA 31768",Moultrie,GA,31768,31.176777994808177,-83.78916996707636,"27,432,143",$27.43B,2019
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"3724 Roswell Rd Ne, Atlanta, GA 30342",Atlanta,GA,30342,33.8573897904078,-84.38187679254287,"27,432,143",$27.43B,2021
Ameris Bank,Bank,Regional Bank,Coastal Georgia,"3626 Walton Way Ext Bldg 100, Augusta, GA 30909",Augusta,GA,30909,33.48890201351088,-82.07558600328657,"27,432,143",$27.43B,2022
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"1275 Riverstone Pkwy, Canton, GA 30114",Canton,GA,30114,34.246559005345475,-84.481723962576,"27,432,143",$27.43B,1999
Ameris Bank,Bank,Regional Bank,Central Georgia,"100 Westpark Dr, Peachtree City, GA 30269",Peachtree City,GA,30269,33.4002980046907,-84.59446299103762,"27,432,143",$27.43B,2000
Ameris Bank,Bank,Regional Bank,Metro Atlanta,"833 S Cobb Dr Se, Marietta, GA 30060",Marietta,GA,30060,33.932529997049144,-84.54774796243187,"27,432,143",$27.43B,2000
Apex Banking Company of Georgia,Bank,Community Bank,North Georgia,"35 Jesse Mae Thurmond Conn, Cleveland, GA 30528",Cleveland,GA,30528,34.577834282339,-83.764276552836,"76,580",$76.6M,1907
Apex Banking Company of Georgia,Bank,Community Bank,Central Georgia,"105 E Main St, Irwinton, GA 31042",Irwinton,GA,31042,32.811351447272,-83.17297799563,"76,580",$76.6M,2023
Austin Capital Bank SSB,Bank,Community Bank,Metro Atlanta,"5975 Shiloh Rd, Alpharetta, GA 30005",Alpharetta,GA,30005,34.11672169068676,-84.20051044048765,"469,187",$469.2M,2019
Bank of Alapaha,Bank,Community Bank,Rural South Georgia,"245 Ne Railroad St, Alapaha, GA 31622",Alapaha,GA,31622,31.3815713512698,-83.2233246512143,"250,135",$250.1M,1905
Bank of Alapaha,Bank,Community Bank,Rural South Georgia,"615 Main St, Enigma, GA 31749",Enigma,GA,31749,31.40975701688312,-83.32979800334657,"250,135",$250.1M,1973
Bank of Alapaha,Bank,Community Bank,Rural South Georgia,"502 N Davis St, Nashville, GA 31639",Nashville,GA,31639,31.211143001546688,-83.25152401963786,"250,135",$250.1M,1976
Bank of Alapaha,Bank,Community Bank,Rural South Georgia,"206 E 4th St, Adel, GA 31620",Adel,GA,31620,31.13711399079166,-83.42139099883912,"250,135",$250.1M,2002
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2608 Pleasant Hill Rd, Duluth, GA 30096",Duluth,GA,30096,33.97050299400952,-84.14638103179,"2,636,823,000",$2.64T,1984
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"2818 E Point St, East Point, GA 30344",East Point,GA,30344,33.67823600474662,-84.4416719602615,"2,636,823,000",$2.64T,1946
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1066 Main St, Forest Park, GA 30297",Forest Park,GA,30297,33.61931197979456,-84.35509100759174,"2,636,823,000",$2.64T,1955
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"6087 Roswell Rd, Atlanta, GA 30328",Atlanta,GA,30328,33.921473009475264,-84.37868698703996,"2,636,823,000",$2.64T,1959
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"5442 Peachtree Blvd, Atlanta, GA 30341",Atlanta,GA,30341,33.897479979274,-84.303594019405,"2,636,823,000",$2.64T,1960
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"2820 Peach Orchard Rd, Augusta, GA 30906",Augusta,GA,30906,33.41942701647963,-82.02160897758864,"2,636,823,000",$2.64T,1904
"Bank of America, National Association",Bank,National Bank,Central Georgia,"500 Northlake Dr, Peachtree City, GA 30269",Peachtree City,GA,30269,33.40040298802796,-84.58592501682506,"2,636,823,000",$2.64T,1912
"Bank of America, National Association",Bank,National Bank,North Georgia,"402 Washington St Se, Gainesville, GA 30501",Gainesville,GA,30501,34.301262993505816,-83.82338003433468,"2,636,823,000",$2.64T,1913
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"10750 Alpharetta Highway 9, Roswell, GA 30076",Roswell,GA,30076,34.041206,-84.342043,"2,636,823,000",$2.64T,1967
"Bank of America, National Association",Bank,National Bank,Central Georgia,"433 W Taylor St, Griffin, GA 30223",Griffin,GA,30223,33.24755500221977,-84.26999801037367,"2,636,823,000",$2.64T,1968
"Bank of America, National Association",Bank,National Bank,Coastal Georgia,"7802 Abercorn St, Savannah, GA 31406",Savannah,GA,31406,32.00545099657283,-81.11614801972925,"2,636,823,000",$2.64T,1969
"Bank of America, National Association",Bank,National Bank,North Georgia,"300 S Thornton Ave, Dalton, GA 30720",Dalton,GA,30720,34.769334995546075,-84.97209396444825,"2,636,823,000",$2.64T,1970
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"1540 Highway 138 Se, Conyers, GA 30013",Conyers,GA,30013,33.64915499167944,-84.00990101695521,"2,636,823,000",$2.64T,1970
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"244 S Main St, Alpharetta, GA 30009",Alpharetta,GA,30009,34.06867901052752,-84.29897600985085,"2,636,823,000",$2.64T,1971
"Bank of America, National Association",Bank,National Bank,Metro Atlanta,"140 Cherokee St Ne, Marietta, GA 30060",Marietta,GA,30060,33.954937003531924,-84.54852496485623,"2,636,823,000",$2.64T,1887
