name,type,subtype,region,address,city,state,zip,lat,lon,total_assets_thousands,total_assets_formatted,established_year
Beal Bank USA,Bank,Regional Bank,Metro Atlanta,"4511 Olde Perimeter Way, Atlanta, GA 30346",Atlanta,GA,30346,33.928793009337,-84.343031963493,"14,512,815",$14.51B,2012
"BNY Mellon, National Association",Bank,Regional Bank,Metro Atlanta,"3050 Peachtree Rd Nw, Atlanta, GA 30305",Atlanta,GA,30305,33.838769986219,-84.381068034275,"31,329,000",$31.33B,2007
Builtwell Bank,Bank,Regional Bank,North Georgia,"3075 E Walnut Ave, Dalton, GA 30721",Dalton,GA,30721,34.77545898164411,-84.92011803431441,"2,304,592",$2.30B,2000
Builtwell Bank,Bank,Regional Bank,North Georgia,"769 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,GA,30742,34.95436198774463,-85.2516630409526,"2,304,592",$2.30B,2001
Builtwell Bank,Bank,Regional Bank,North Georgia,"2518 Cleveland Hwy, Dalton, GA 30721",Dalton,GA,30721,34.821544990326,-84.943736980177,"2,304,592",$2.30B,2003
Builtwell Bank,Bank,Regional Bank,North Georgia,"785 Shugart Rd, Dalton, GA 30720",Dalton,GA,30720,34.78533198348495,-84.99735601479064,"2,304,592",$2.30B,2006
Builtwell Bank,Bank,Regional Bank,North Georgia,"2329 N Main St, La Fayette, GA 30728",La Fayette,GA,30728,34.743244016889136,-85.27179402544712,"2,304,592",$2.30B,2007
Builtwell Bank,Bank,Regional Bank,North Georgia,"118 N Hamilton St, Dalton, GA 30720",Dalton,GA,30720,34.77218899166779,-84.96819202088201,"2,304,592",$2.30B,2022
Builtwell Bank,Bank,Regional Bank,North Georgia,"5102 Alabama Hwy, Ringgold, GA 30736",Ringgold,GA,30736,34.916257981637614,-85.12446497805624,"2,304,592",$2.30B,1997
Builtwell Bank,Bank,Regional Bank,North Georgia,"197 Wc Bryant Pkwy, Calhoun, GA 30701",Calhoun,GA,30701,34.48202099859809,-84.94779901809422,"2,304,592",$2.30B,2017
Builtwell Bank,Bank,Regional Bank,North Georgia,"905 S Thornton Ave, Dalton, GA 30720",Dalton,GA,30720,34.759414007309545,-84.96992103986904,"2,304,592",$2.30B,2018
Capital City Bank,Bank,Regional Bank,Rural South Georgia,"420 N Broad St, Cairo, GA 39828",Cairo,GA,39828,30.88106298394551,-84.20761997076106,"4,383,270",$4.38B,1918
Capital City Bank,Bank,Regional Bank,Central Georgia,"325 5th St, Macon, GA 31201",Macon,GA,31201,32.83497199548174,-83.62438895908389,"4,383,270",$4.38B,1932
Capital City Bank,Bank,Regional Bank,Central Georgia,"410 W 10th St, West Point, GA 31833",West Point,GA,31833,32.879607012905,-85.18336201328009,"4,383,270",$4.38B,1906
Capital City Bank,Bank,Regional Bank,Central Georgia,"3535 Mercer University Drive, Macon Mall, Macon, GA 31204",Macon Mall,GA,31204,32.820624,-83.694585,"4,383,270",$4.38B,1993
Capital City Bank,Bank,Regional Bank,Central Georgia,"1601 Bass Rd, Macon, GA 31210",Macon,GA,31210,32.926281012094705,-83.7340459617479,"4,383,270",$4.38B,2006
Capital City Bank,Bank,Regional Bank,Central Georgia,"5981 Zebulon Rd, Macon, GA 31210",Macon,GA,31210,32.880396001450904,-83.76097802247898,"4,383,270",$4.38B,2008
Capital City Bank,Bank,Regional Bank,Central Georgia,"600 Bellevue Ave, Dublin, GA 31021",Dublin,GA,31021,32.537204005074315,-82.91288398341875,"4,383,270",$4.38B,1910
Capital City Bank,Bank,Regional Bank,Metro Atlanta,"199 Roswell St Ne, Marietta, GA 30060",Marietta,GA,30060,33.951733984961976,-84.54635396811476,"4,383,270",$4.38B,2021
Capital City Bank,Bank,Regional Bank,Metro Atlanta,"237 Roswell St Ne, Marietta, GA 30060",Marietta,GA,30060,33.95150901468075,-84.54545098568566,"4,383,270",$4.38B,2022
Capital City Bank,Bank,Regional Bank,Metro Atlanta,"6224 Sugarloaf Parkway, Suite 100, Duluth, GA 30097",Suite 100,GA,30097,33.9877149807232,-84.08635101471393,"4,383,270",$4.38B,2023
Capital City Bank,Bank,Regional Bank,Metro Atlanta,"1255 Lakes Pkwy, Lawrenceville, GA 30043",Lawrenceville,GA,30043,33.962700992805,-84.041015982647,"4,383,270",$4.38B,2022
Capital City Bank,Bank,Regional Bank,Metro Atlanta,"2450 Atlanta Hwy, Cumming, GA 30040",Cumming,GA,30040,34.161007350386,-84.177446208977,"4,383,270",$4.38B,2022
Carver State Bank,Bank,Community Bank,Coastal Georgia,"701 Martin Luther King Jr Blvd, Savannah, GA 31401",Savannah,GA,31401,32.0694549996729,-81.101890989161,"118,106",$118.1M,1927
Carver State Bank,Bank,Community Bank,Coastal Georgia,"7110 Skidaway Rd, Savannah, GA 31406",Savannah,GA,31406,31.999571007676224,-81.07710796458512,"118,106",$118.1M,2007
Central Bank,Bank,Community Bank,Metro Atlanta,"3893 Lawrenceville Suwanee Rd, Suwanee, GA 30024",Suwanee,GA,30024,34.05582402090347,-84.06092995966829,"368,568",$368.6M,2022
Century Bank and Trust,Bank,Community Bank,Central Georgia,"141 S Wayne St, Milledgeville, GA 31061",Milledgeville,GA,31061,33.080039398316,-83.227868361039,"363,772",$363.8M,1898
Century Bank and Trust,Bank,Community Bank,Central Georgia,"1800 N Columbia St, Milledgeville, GA 31061",Milledgeville,GA,31061,33.10186700574209,-83.24910902569495,"363,772",$363.8M,1979
Century Bank and Trust,Bank,Community Bank,Central Georgia,"156 N Bradford St, Wrightsville, GA 31096",Wrightsville,GA,31096,32.729675761764,-82.71827396132,"363,772",$363.8M,2026
CIBC National Trust Company,Bank,Community Bank,Metro Atlanta,"3290 Northside Pkwy Nw, Atlanta, GA 30327",Atlanta,GA,30327,33.8447550003625,-84.4270120116076,"397,240",$397.2M,1969
"Citizens Bank & Trust, Inc.",Bank,Community Bank,North Georgia,"107 Mcfarland Rd, Lookout Mountain, GA 30750",Lookout Mountain,GA,30750,34.976833198243106,-85.35862556995109,"130,338",$130.3M,1990
"Citizens Bank & Trust, Inc.",Bank,Community Bank,North Georgia,"12255 S Main St, Trenton, GA 30752",Trenton,GA,30752,34.8709560161787,-85.5105989731432,"130,338",$130.3M,1988
Citizens Bank of Americus,Bank,Community Bank,Central Georgia,"301 Washington St, Preston, GA 31824",Preston,GA,31824,32.06935631728097,-84.53750543897995,"504,882",$504.9M,1930
Citizens Bank of Americus,Bank,Community Bank,Central Georgia,"106 Tripp St, Americus, GA 31709",Americus,GA,31709,32.0725519871677,-84.21714700954833,"504,882",$504.9M,1981
Citizens Bank of Americus,Bank,Community Bank,Central Georgia,"119 N Lee St, Americus, GA 31709",Americus,GA,31709,32.0730460165409,-84.2322170009055,"504,882",$504.9M,1937
Citizens Bank of the South,Bank,Community Bank,Central Georgia,"132 S Harris St, Sandersville, GA 31082",Sandersville,GA,31082,32.9818099890751,-82.8116859974394,"362,206",$362.2M,1965
Citizens Bank of the South,Bank,Community Bank,Coastal Georgia,"425 Commerce Dr, Statesboro, GA 30461",Statesboro,GA,30461,32.42966401969532,-81.75624596968119,"362,206",$362.2M,2007
Citizens Bank of the South,Bank,Community Bank,Central Georgia,"121 Executive Pkwy, Milledgeville, GA 31061",Milledgeville,GA,31061,33.098265008580995,-83.25784397463214,"362,206",$362.2M,2017
Citizens Community Bank,Bank,Community Bank,Rural South Georgia,"130 Main St, Morven, GA 31638",Morven,GA,31638,30.942678982830927,-83.49992498918434,"210,068",$210.1M,1967
Citizens Community Bank,Bank,Community Bank,Rural South Georgia,"3261 N Valdosta Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.877133002913155,-83.29434003834349,"210,068",$210.1M,1990
Citizens Community Bank,Bank,Community Bank,Rural South Georgia,"1210 Baytree Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.84711900020349,-83.30632196893279,"210,068",$210.1M,1999
Citizens Community Bank,Bank,Community Bank,Rural South Georgia,"120 W Main St, Hahira, GA 31632",Hahira,GA,31632,30.9912941064125,-83.3733383211764,"210,068",$210.1M,1927
Citizens Trust Bank,Bank,Community Bank,Metro Atlanta,"2840 E Point St, East Point, GA 30344",East Point,GA,30344,33.67773698814108,-84.44213003127004,"795,547",$795.5M,1995
Citizens Trust Bank,Bank,Community Bank,Metro Atlanta,"5771 Rockbridge Rd, Stone Mountain, GA 30087",Stone Mountain,GA,30087,33.786119983431945,-84.1591429822888,"795,547",$795.5M,1996
Citizens Trust Bank,Bank,Community Bank,Metro Atlanta,"2727 Panola Rd, Lithonia, GA 30058",Lithonia,GA,30058,33.70861998466245,-84.16882500246578,"795,547",$795.5M,1989
Citizens Trust Bank,Bank,Community Bank,Metro Atlanta,"965 Martin Luther King Jr Dr Nw, Atlanta, GA 30314",Atlanta,GA,30314,33.7549620185769,-84.4191719984725,"795,547",$795.5M,1921
Citizens Trust Bank,Bank,Community Bank,Metro Atlanta,"3705 Cascade Rd Sw, Atlanta, GA 30331",Atlanta,GA,30331,33.72415198652267,-84.5095719976861,"795,547",$795.5M,2019
City National Bank,Bank,Regional Bank,Metro Atlanta,"3333 Piedmont Rd Ne, Atlanta, GA 30305",Atlanta,GA,30305,33.84604501717074,-84.37189404124948,"98,429,760",$98.43B,2014
City National Bank,Bank,Regional Bank,Metro Atlanta,"3280 Peachtree Rd Ne, Atlanta, GA 30305",Atlanta,GA,30305,33.844563012870296,-84.3711750415951,"98,429,760",$98.43B,2020
Classic City Bank,Bank,Community Bank,Central Georgia,"2365 W Broad St, Athens, GA 30606",Athens,GA,30606,33.9479529922586,-83.4148650166648,"294,182",$294.2M,2020
Coastal States Bank,Bank,Regional Bank,North Georgia,"70 Carlisle Rd, Dawsonville, GA 30534",Dawsonville,GA,30534,34.34499900990399,-84.04955404067857,"2,304,649",$2.30B,2007
Coastal States Bank,Bank,Regional Bank,Metro Atlanta,"5835 Bethelview Rd, Cumming, GA 30040",Cumming,GA,30040,34.1678163056112,-84.17805909373708,"2,304,649",$2.30B,2008
Coastal States Bank,Bank,Regional Bank,Coastal Georgia,"339 Martin Luther King Jr Blvd, Savannah, GA 31401",Savannah,GA,31401,32.074597003904444,-81.09969199686297,"2,304,649",$2.30B,2020
Coastal States Bank,Bank,Regional Bank,Metro Atlanta,"6160 Roswell Rd, Atlanta, GA 30328",Atlanta,GA,30328,33.92338098209508,-84.37946398946431,"2,304,649",$2.30B,2021
Coastal States Bank,Bank,Regional Bank,Metro Atlanta,"3000 Summit Pl, Alpharetta, GA 30009",Alpharetta,GA,30009,34.056228992555404,-84.28381599685355,"2,304,649",$2.30B,2021
Coastal States Bank,Bank,Regional Bank,Metro Atlanta,"2841 Akers Mill Rd Se, Atlanta, GA 30339",Atlanta,GA,30339,33.883740279769,-84.460833410016,"2,304,649",$2.30B,2022
Colony Bank,Bank,Regional Bank,Central Georgia,"108 S Church St, Thomaston, GA 30286",Thomaston,GA,30286,32.88763201464323,-84.32768696189285,"3,720,806",$3.72B,1951
Colony Bank,Bank,Regional Bank,Central Georgia,"103 Alabama St S, Broxton, GA 31519",Broxton,GA,31519,31.625413997855702,-82.88703997753889,"3,720,806",$3.72B,1946
Colony Bank,Bank,Regional Bank,Central Georgia,"5510 Oak St, Eastman, GA 31023",Eastman,GA,31023,32.20276099732274,-83.18287899865904,"3,720,806",$3.72B,1934
Colony Bank,Bank,Regional Bank,Central Georgia,"302 S Main St, Fitzgerald, GA 31750",Fitzgerald,GA,31750,31.712109489232,-83.254021156232,"3,720,806",$3.72B,1976
Colony Bank,Bank,Regional Bank,Central Georgia,"131 W Elm St, Rockmart, GA 30153",Rockmart,GA,30153,33.998112192479184,-85.05208476814101,"3,720,806",$3.72B,1973
Colony Bank,Bank,Regional Bank,Central Georgia,"1031 E 24th Ave, Cordele, GA 31015",Cordele,GA,31015,31.95530898494428,-83.76606600534453,"3,720,806",$3.72B,1999
Colony Bank,Bank,Regional Bank,Central Georgia,"625 Ward St W, Douglas, GA 31533",Douglas,GA,31533,31.509439764316,-82.857624442716,"3,720,806",$3.72B,1999
Colony Bank,Bank,Regional Bank,Central Georgia,"137 Robert B Lee Dr, Leesburg, GA 31763",Leesburg,GA,31763,31.720232014414037,-84.17010600872808,"3,720,806",$3.72B,1999
Colony Bank,Bank,Regional Bank,Rural South Georgia,"639b Veterans Parkway S, Moultrie, GA 31768",Moultrie,GA,31768,31.191777743074,-83.766661761437,"3,720,806",$3.72B,2000
Colony Bank,Bank,Regional Bank,Central Georgia,"1290 S Houston Lake Rd, Warner Robins, GA 31088",Warner Robins,GA,31088,32.556923019027764,-83.66138299166289,"3,720,806",$3.72B,2001
Colony Bank,Bank,Regional Bank,Central Georgia,"406 W Main St, Manchester, GA 31816",Manchester,GA,31816,32.85462801943282,-84.61878702259565,"3,720,806",$3.72B,1910
Colony Bank,Bank,Regional Bank,North Georgia,"12691 N Highway 27, Chickamauga, GA 30707",Chickamauga,GA,30707,34.881227996610676,-85.27163099743036,"3,720,806",$3.72B,1910
Colony Bank,Bank,Regional Bank,Rural South Georgia,"131 S Dawson St, Thomasville, GA 31792",Thomasville,GA,31792,30.838280492853,-83.976162850846,"3,720,806",$3.72B,2025
Colony Bank,Bank,Regional Bank,Rural South Georgia,"602 E Screven St, Quitman, GA 31643",Quitman,GA,31643,30.78524299468158,-83.55519400143773,"3,720,806",$3.72B,1936
Colony Bank,Bank,Regional Bank,Rural South Georgia,"3774 Old Us Hwy 41 N, Valdosta, GA 31602",Valdosta,GA,31602,30.898945019999033,-83.33180303840517,"3,720,806",$3.72B,2005
Colony Bank,Bank,Regional Bank,Coastal Georgia,"7011 Hodgson Memorial Dr, Savannah, GA 31406",Savannah,GA,31406,32.01121497992948,-81.10887797601004,"3,720,806",$3.72B,2005
Colony Bank,Bank,Regional Bank,Central Georgia,"601 N Main St, Sylvester, GA 31791",Sylvester,GA,31791,31.533939019559853,-83.83584995932684,"3,720,806",$3.72B,1981
Colony Bank,Bank,Regional Bank,Central Georgia,"200 Gunn Rd, Centerville, GA 31028",Centerville,GA,31028,32.62444201513401,-83.69025596589327,"3,720,806",$3.72B,2005
Colony Bank,Bank,Regional Bank,Central Georgia,"101 Calumet Center Rd, Lagrange, GA 30241",Lagrange,GA,30241,33.03869901366471,-85.01013799803803,"3,720,806",$3.72B,2008
Colony Bank,Bank,Regional Bank,Central Georgia,"1581 Bradley Park Dr, Columbus, GA 31904",Columbus,GA,31904,32.53275199911219,-84.9712789920025,"3,720,806",$3.72B,2006
Colony Bank,Bank,Regional Bank,Central Georgia,"967 N Main St, Cedartown, GA 30125",Cedartown,GA,30125,34.03211899289494,-85.24671000672816,"3,720,806",$3.72B,2007
Colony Bank,Bank,Regional Bank,Coastal Georgia,"5987 Ogeechee Rd, Savannah, GA 31419",Savannah,GA,31419,31.996905981561596,-81.25755701272635,"3,720,806",$3.72B,2008
Colony Bank,Bank,Regional Bank,Central Georgia,"515 E Washington Ave, Ashburn, GA 31714",Ashburn,GA,31714,31.709344006008166,-83.64550900815311,"3,720,806",$3.72B,1900
Colony Bank,Bank,Regional Bank,Rural South Georgia,"104 2nd St W, Tifton, GA 31794",Tifton,GA,31794,31.454570987939164,-83.51121499366648,"3,720,806",$3.72B,2016
Colony Bank,Bank,Regional Bank,Central Georgia,"741 Lanier Ave W, Fayetteville, GA 30214",Fayetteville,GA,30214,33.447910986583636,-84.4731310030786,"3,720,806",$3.72B,2018
Colony Bank,Bank,Regional Bank,Coastal Georgia,"104 Spring Hill Dr, Statesboro, GA 30458",Statesboro,GA,30458,32.40611900221842,-81.76442503079979,"3,720,806",$3.72B,2019
Colony Bank,Bank,Regional Bank,Central Georgia,"2900 Old Dawson Rd, Albany, GA 31721",Albany,GA,31721,31.61290098988121,-84.22635100978722,"3,720,806",$3.72B,2021
Colony Bank,Bank,Regional Bank,Central Georgia,"920 1st Ave, Rochelle, GA 31079",Rochelle,GA,31079,31.950501628197,-83.458361813546,"3,720,806",$3.72B,1906
Colony Bank,Bank,Regional Bank,Central Georgia,"1412 Bass Rd, Macon, GA 31210",Macon,GA,31210,32.923647806023,-83.739666318848,"3,720,806",$3.72B,2023
Colony Bank,Bank,Regional Bank,Metro Atlanta,"780 Johnson Ferry Rd, Atlanta, GA 30342",Atlanta,GA,30342,33.907621998297,-84.362466998567,"3,720,806",$3.72B,2023
Colony Bank,Bank,Regional Bank,Coastal Georgia,"7150 Hodgson Memorial Dr, Savannah, GA 31406",Savannah,GA,31406,32.006076999011,-81.109799985359,"3,720,806",$3.72B,2023
Colony Bank,Bank,Regional Bank,Central Georgia,"1201 Town Park Ln, Evans, GA 30809",Evans,GA,30809,33.530306603541,-82.131589354077,"3,720,806",$3.72B,2025
Commercial Banking Company,Bank,Community Bank,Rural South Georgia,"3462 N Valdosta Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.8803770089896,-83.3031909928206,"372,716",$372.7M,1934
Commercial Banking Company,Bank,Community Bank,Rural South Georgia,"1215 Baytree Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.84639899472073,-83.30711498079222,"372,716",$372.7M,2000
Commercial Banking Company,Bank,Community Bank,Rural South Georgia,"110 W Main St, Hahira, GA 31632",Hahira,GA,31632,30.991572007067305,-83.37306496844305,"372,716",$372.7M,2005
Commercial Banking Company,Bank,Community Bank,Rural South Georgia,"419 B. South Main Street, Moultrie, GA 31768",Moultrie,GA,31768,31.201674,-83.839154,"372,716",$372.7M,2005
Commercial Banking Company,Bank,Community Bank,Rural South Georgia,"729 2nd St W, Tifton, GA 31794",Tifton,GA,31794,31.458296995357742,-83.52326599113795,"372,716",$372.7M,2012
Community Bank and Trust - West Georgia,Bank,Community Bank,Central Georgia,"201 Broad St, Lagrange, GA 30240",Lagrange,GA,30240,33.0390940108519,-85.0339270127164,"288,221",$288.2M,1984
Community Bank and Trust - West Georgia,Bank,Community Bank,Central Georgia,"410 E Main St, Hogansville, GA 30230",Hogansville,GA,30230,33.172919979865156,-84.91185004120314,"288,221",$288.2M,2002
Community Bank and Trust - West Georgia,Bank,Community Bank,Central Georgia,"2092 West Point Rd, Lagrange, GA 30240",Lagrange,GA,30240,33.02670098982132,-85.07635402729565,"288,221",$288.2M,2008
Community Bank of Georgia,Bank,Community Bank,Central Georgia,"700 W Parker St, Baxley, GA 31513",Baxley,GA,31513,31.7824539829895,-82.3590730327922,"247,629",$247.6M,2004
Community Bank of Georgia,Bank,Community Bank,Rural South Georgia,"2910 N Ashley St, Valdosta, GA 31602",Valdosta,GA,31602,30.870876959931,-83.28971498799,"247,629",$247.6M,2025
Community Bank of Pickens County,Bank,Community Bank,North Georgia,"65 Cove Rd, Jasper, GA 30143",Jasper,GA,30143,34.47252799033771,-84.42149697077531,"629,594",$629.6M,2008
Community Bank of Pickens County,Bank,Community Bank,North Georgia,"15 Sammy Mcghee Blvd, Jasper, GA 30143",Jasper,GA,30143,34.464630980261,-84.4495600017018,"629,594",$629.6M,2000
Community Banking Company,Bank,Community Bank,Central Georgia,"220 S Main St, Fitzgerald, GA 31750",Fitzgerald,GA,31750,31.712948684792153,-83.25424401270203,"301,984",$302.0M,1998
Community Banking Company,Bank,Community Bank,Central Georgia,"102 W Roanoke Dr, Fitzgerald, GA 31750",Fitzgerald,GA,31750,31.7055389991522,-83.2543209769085,"301,984",$302.0M,1996
Community Banking Company,Bank,Community Bank,Central Georgia,"202 S Irwin Ave, Ocilla, GA 31774",Ocilla,GA,31774,31.593004237671,-83.250261034467,"301,984",$302.0M,2025
Craft Bank,Bank,Community Bank,Metro Atlanta,"1575 Northside Dr Nw, Atlanta, GA 30318",Atlanta,GA,30318,33.8004819973374,-84.4032659960926,"271,566",$271.6M,2020
Craft Bank,Bank,Community Bank,Metro Atlanta,"145 Church St Ne, Marietta, GA 30060",Marietta,GA,30060,33.955135486999,-84.550542069855,"271,566",$271.6M,2025
Douglas National Bank,Bank,Community Bank,Central Georgia,"211 Ward St E, Douglas, GA 31533",Douglas,GA,31533,31.5091950127432,-82.848877004743,"324,628",$324.6M,2001
"Durden Banking Company, Incorporated",Bank,Community Bank,Central Georgia,"318 S Main St, Swainsboro, GA 30401",Swainsboro,GA,30401,32.59208799460535,-82.33041899387278,"283,839",$283.8M,1991
"Durden Banking Company, Incorporated",Bank,Community Bank,Coastal Georgia,"900 S Lewis St, Metter, GA 30439",Metter,GA,30439,32.38155801425761,-82.0623249942727,"283,839",$283.8M,2002
"Durden Banking Company, Incorporated",Bank,Community Bank,Coastal Georgia,"815 Highway 25 N, Millen, GA 30442",Millen,GA,30442,32.81024500392854,-81.94902898834508,"283,839",$283.8M,2017
"Durden Banking Company, Incorporated",Bank,Community Bank,Central Georgia,"111 N Railroad Ave, Twin City, GA 30471",Twin City,GA,30471,32.583907005649,-82.1548339641443,"283,839",$283.8M,1934
East West Bank,Bank,Regional Bank,Metro Atlanta,"3490 Shallowford Rd Ne, Atlanta, GA 30341",Atlanta,GA,30341,33.89070400683708,-84.28659501685136,"79,661,753",$79.66B,1988
East West Bank,Bank,Regional Bank,Metro Atlanta,"2727 Paces Ferry Rd Se, Atlanta, GA 30339",Atlanta,GA,30339,33.866282996659,-84.473912028816,"79,661,753",$79.66B,1987
East West Bank,Bank,Regional Bank,Metro Atlanta,"2540 Pleasant Hill Rd, Duluth, GA 30096",Duluth,GA,30096,33.96861698197603,-84.14410400397335,"79,661,753",$79.66B,2005
Embassy National Bank,Bank,Community Bank,Metro Atlanta,"1817 N Brown Rd, Lawrenceville, GA 30043",Lawrenceville,GA,30043,33.9850979829138,-84.0812669713429,"218,199",$218.2M,2007
Exchange Bank,Bank,Community Bank,Central Georgia,"250 W Hancock St, Milledgeville, GA 31061",Milledgeville,GA,31061,33.0800629933738,-83.2297100328047,"424,869",$424.9M,1903
Exchange Bank,Bank,Community Bank,Central Georgia,"4306 Gray Hwy, Gray, GA 31032",Gray,GA,31032,32.99789599282569,-83.55539097616234,"424,869",$424.9M,1998
Exchange Bank,Bank,Community Bank,Central Georgia,"6081 Lake Oconee Pkwy, Greensboro, GA 30642",Greensboro,GA,30642,33.462203011597595,-83.24256803991392,"424,869",$424.9M,2004
Exchange Bank,Bank,Community Bank,Central Georgia,"2801 N Columbia St, Milledgeville, GA 31061",Milledgeville,GA,31061,33.151872979082114,-83.27356096509544,"424,869",$424.9M,2017
F & M Bank and Trust Company,Bank,Community Bank,Central Georgia,"142 W Main St, Manchester, GA 31816",Manchester,GA,31816,32.8524260096496,-84.6141420233129,"90,406",$90.4M,1948
F&M Bank,Bank,Community Bank,Central Georgia,"123 Broad Street, Crawfordville, GA 30631",Crawfordville,GA,30631,33.5542659999999,-82.896551,"418,551",$418.6M,1937
F&M Bank,Bank,Community Bank,Central Georgia,"911 E Robert Toombs Ave, Washington, GA 30673",Washington,GA,30673,33.728733995803,-82.7182540123902,"418,551",$418.6M,1950
F&M Bank,Bank,Community Bank,Central Georgia,"201 E Robert Toombs Ave, Washington, GA 30673",Washington,GA,30673,33.737059991684305,-82.73619396739463,"418,551",$418.6M,1983
F&M Bank,Bank,Community Bank,Central Georgia,"317 S Washington St, Lincolnton, GA 30817",Lincolnton,GA,30817,33.788508993475006,-82.48098102513747,"418,551",$418.6M,1997
F&M Bank,Bank,Community Bank,Coastal Georgia,"3861 Evans To Locks Rd, Martinez, GA 30907",Martinez,GA,30907,33.550539009063755,-82.08858298235042,"418,551",$418.6M,2009
Family Bank,Bank,Community Bank,Rural South Georgia,"152 E Broad St, Camilla, GA 31730",Camilla,GA,31730,31.231206334883076,-84.20306896460164,"155,405",$155.4M,1931
Family Bank,Bank,Community Bank,Rural South Georgia,"800 E College St, Bainbridge, GA 39819",Bainbridge,GA,39819,30.897339005441097,-84.56712097142223,"155,405",$155.4M,1989
Family Bank,Bank,Community Bank,Rural South Georgia,"134 Hand Ave W, Pelham, GA 31779",Pelham,GA,31779,31.127958018858,-84.1533209961622,"155,405",$155.4M,1931
Farmers & Merchants Bank,Bank,Community Bank,Central Georgia,"1011 Lake Oconee Pkwy, Eatonton, GA 31024",Eatonton,GA,31024,33.424121341700356,-83.26649607035706,"312,002",$312.0M,2005
Farmers & Merchants Bank,Bank,Community Bank,Central Georgia,"100 S Madison Ave, Eatonton, GA 31024",Eatonton,GA,31024,33.3255199870679,-83.3903089740269,"312,002",$312.0M,1922
Farmers and Merchants Bank,Bank,Community Bank,Coastal Georgia,"104 N Main St, Sylvania, GA 30467",Sylvania,GA,30467,32.7505930106857,-81.6359459616411,"172,793",$172.8M,1946
Farmers and Merchants Bank,Bank,Community Bank,Rural South Georgia,"202 W Washington Ave, Nashville, GA 31639",Nashville,GA,31639,31.20629997980143,-83.25151102768794,"763,418",$763.4M,1924
Farmers and Merchants Bank,Bank,Community Bank,Coastal Georgia,"505 W Ogeechee St, Sylvania, GA 30467",Sylvania,GA,30467,32.747186018501964,-81.64385101834492,"172,793",$172.8M,1980
Farmers and Merchants Bank,Bank,Community Bank,Coastal Georgia,"101 Filbert Street, Sylvania, GA 30467",Sylvania,GA,30467,32.749919,-81.635123,"172,793",$172.8M,1999
Farmers and Merchants Bank,Bank,Community Bank,Rural South Georgia,"Northwest U.S. 84 And Lakeview Drive, Homerville, GA 31634",Homerville,GA,31634,31.109067,-82.86212,"763,418",$763.4M,2001
Farmers and Merchants Bank,Bank,Community Bank,Rural South Georgia,"4 N Carter St, Lakeland, GA 31635",Lakeland,GA,31635,31.0411623402309,-83.0749969948667,"763,418",$763.4M,1907
Farmers and Merchants Bank,Bank,Community Bank,Rural South Georgia,"1201 S Patterson St, Valdosta, GA 31601",Valdosta,GA,31601,30.816964013882426,-83.26795598644202,"763,418",$763.4M,2006
Farmers and Merchants Bank,Bank,Community Bank,Metro Atlanta,"2140 Old Covington Rd Ne, Conyers, GA 30013",Conyers,GA,30013,33.64194198681132,-83.97519599831439,"763,418",$763.4M,2008
Farmers and Merchants Bank,Bank,Community Bank,Rural South Georgia,"3303 Inner Perimeter Rd, Valdosta, GA 31602",Valdosta,GA,31602,30.883988980615513,-83.2855979647886,"763,418",$763.4M,2007
Farmers State Bank,Bank,Community Bank,Central Georgia,"1620 Veterans Blvd, Dublin, GA 31021",Dublin,GA,31021,32.5353930110742,-82.9283360219227,"152,733",$152.7M,1934
Farmers State Bank,Bank,Community Bank,Central Georgia,"209 E Court St, Washington, GA 30673",Washington,GA,30673,33.737949018244606,-82.73754798003358,"183,793",$183.8M,1997
Farmers State Bank,Bank,Community Bank,Central Georgia,"993 Burch St, Cadwell, GA 31009",Cadwell,GA,31009,32.339237994672374,-83.04192103587181,"152,733",$152.7M,1984
Farmers State Bank,Bank,Community Bank,Central Georgia,"901 Hillcrest Pkwy, Dublin, GA 31021",Dublin,GA,31021,32.54936501502496,-82.92682099292372,"152,733",$152.7M,1998
Farmers State Bank,Bank,Community Bank,Central Georgia,"115 N Washington St, Lincolnton, GA 30817",Lincolnton,GA,30817,33.7933810166053,-82.4799310241267,"183,793",$183.8M,1911
Farmers State Bank,Bank,Community Bank,Central Georgia,"1197 Washington Rd, Thomson, GA 30824",Thomson,GA,30824,33.48897501988755,-82.50535601866682,"183,793",$183.8M,2014
"Fifth Third Bank, National Association",Bank,National Bank,Coastal Georgia,"2756 Peach Orchard Rd, Augusta, GA 30906",Augusta,GA,30906,33.42100499357143,-82.02060096991276,"213,730,000",$213.73B,1934
"Fifth Third Bank, National Association",Bank,National Bank,Central Georgia,"404 S Belair Rd, Martinez, GA 30907",Martinez,GA,30907,33.48720501339399,-82.13348902861284,"213,730,000",$213.73B,1985
"Fifth Third Bank, National Association",Bank,National Bank,Metro Atlanta,"2755 Old Milton Pkwy Bldg 600, Alpharetta, GA 30009",Alpharetta,GA,30009,34.06829101222954,-84.27943603334923,"213,730,000",$213.73B,2001
